district,address,room_count,area,floors,house_type,price,latitude,longitude
centrs,Rūjienas 2B,1,21,2/2,P. kara,"15,500  €",,
Purvciems,Brantkalna 8,2,62,3/6,119.,"58,000  €",56.94966935,24.191457743008318
centrs,Valdemāra 83,3,78,3/7,Renov.,"181,000  €",56.9634352,24.12521242982409
Teika,Zemitāna lauk. 2,2,59,4/5,P. kara,330  €/mēn.,,
Purvciems,Deglava 104,4,90,3/9,119.,"105,000  €",56.9518031,24.165962
Vecrīga,Šķūņu 13,4,100,5/5,Priv. m.,850  €/mēn.,56.94934425,24.1072171074694
centrs,Klijānu 16,1,27,1/8,Jaun.,"51,000  €",,
centrs,Rūpniecības 7,2,50,2/5,Renov.,500  €/mēn.,56.9573846,23.1560097
Jugla,Brīvības 446,4,186,3/4,Jaun.,"350,000  €",56.9907911,24.2466615
Pļavnieki,Deglava 152 k-3,1,33,9/9,602.,"35,900  €",56.9447383,24.215519564264653
Ķīpsala,Zvejnieku 3,1,25,2/2,P. kara,"40,000  €",56.9585711,24.08100180328161
centrs,Grostonas 25,3,160,22/23,Jaun.,"487,000  €",,
Ķengarags,Lokomotīves 86,3,62,2/5,LT proj.,"50,000  €",56.90146855,24.212250827169072
centrs,Vāgnera 12,3,67,2/3,Renov.,"185,000  €",,
Vecrīga,Laipu 8,2,65,2/4,P. kara,120  €/dienā,56.9492278,24.10811948121212
Ķengarags,Lokomotīves 64,3,54,5/5,LT proj.,"56,000  €",56.90604595,24.20667755
centrs,Pulkv. Brieža 21,4,219,6/7,Jaun.,"2,400  €/mēn.",,
centrs,Bruņinieku 93c,2,46,2/2,Renov.,"119,000  €",56.961172,24.1229335
centrs,Brīvības 133,2,40,4/4,P. kara,"72,000  €",56.9537963,24.117328
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,602.,"55,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,602.,"55,000  €",51.77014725,-1.2649910410071945
Imanta,Anniņmuižas 48,2,49,3/9,602.,"55,000  €",56.9596719,24.009241054879844
centrs,Valdemāra 121,2,53,3/5,P. kara,430  €/mēn.,56.9668351,24.129754777981177
Torņakalns,Jelgavas 65,2,42,3/4,Renov.,"109,509  €",56.92646115,24.091522474747705
centrs,Hospitāļu 5,3,80,3/6,P. kara,"172,000  €",,
Čiekurkalns,Čiekurkalna 2. l. 26,2,60,1/5,Specpr.,"68,000  €",56.9834242,24.1592013
Imanta,Anniņmuižas 43,4,190,13/24,Jaun.,"290,000  €",56.9589929,24.01397786996067
centrs,M. Matīsa 95,1,19,2/2,P. kara,"21,000  €",,
Pļavnieki,Zemes 13,1,43,2/9,M. ģim.,"38,000  €",56.94212865,24.201096704494383
Ziepniekkalns,Ziepju 5,2,41,3/4,Hrušč.,250  €/mēn.,56.91504655,24.107985681492643
centrs,Birznieka-Upīša 10,3,64,1/5,Renov.,"141,240  €",56.9487525,24.1248249
Vecmīlgrāvis,Emmas 10,3,50,2/3,Staļina,"40,000  €",57.0289807,24.1100786
centrs,Birznieka-Upīša 10,3,73,2/5,Renov.,"175,440  €",56.9487525,24.1248249
Imanta,Anniņmuižas 38-3,4,115,5/18,Specpr.,"190,000  €",56.960075,24.013835
centrs,Alauksta 9,4,136,6/6,Jaun.,"235,000  €",,
Ziepniekkalns,Bauskas 45,1,28,1/4,Jaun.,400  €/mēn.,56.9184679,24.10088464249329
Ķengarags,Maskavas 287,1,32,5/9,Čehu pr.,"37,500  €",56.9168399,24.17493698479524
Jugla,Silciema 15,1,31,1/5,Hrušč.,"34,900  €",56.9851479,24.239462
centrs,Tērbatas 20,4,120,4/6,P. kara,"255,000  €",56.9540762,24.1222464
centrs,Valdemāra 79/81,3,90,2/5,Staļina,"139,400  €",56.96320275,24.124404495405138
centrs,M. Matīsa 95,1,19,2/2,P. kara,"26,000  €",,
Sarkandaugava,Ziemeļu 12,1,38,2/2,P. kara,"19,999  €",57.0007966,24.119922077204137
centrs,Martas 7,2,45,3/7,Jaun.,550  €/mēn.,56.9553717,24.1281063609436
Jugla,Tirzas 3 k 4,2,41,3/5,Hrušč.,"40,000  €",56.98889685,24.226113289464344
Vecmīlgrāvis,Ziemeļblāzmas 51,1,34,8/9,602.,"38,800  €",57.037555,24.096724259386583
Pļavnieki,Jasmuižas 18k1,2,58,1/9,Jaun.,"107,000  €",56.9355175,24.2140072
Kleisti,Kleistu 59,1,38,3/5,Specpr.,"47,200  €",56.9684566,24.0284328
Pļavnieki,Salnas 21,2,46,4/9,Jaun.,"89,000  €",56.942327,24.23009287799782
Mežaparks,Gdaņskas 13,2,58,2/2,Priv. m.,"150,000  €",56.9997569,24.15394315
centrs,Nītaures 1,2,51,2/5,P. kara,"119,000  €",56.9633982,24.1235451
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"150,500  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"150,500  €",51.77014725,-1.2649910410071945
Pļavnieki,Dravnieku 1,3,72,10/10,Jaun.,"150,500  €",56.94463555,24.209755
Purvciems,Kastrānes 1/2,1,25,2/5,Renov.,25  €/dienā,56.9659974,24.1766569
Zolitūde,Bieziņa 4,2,55,6/9,119.,"60,000  €",56.9446833,24.02038744445143
Purvciems,Zvaigznāja g. 16,3,60,3/5,LT proj.,"76,000  €",56.9528067,24.2062064
centrs,Valdemāra 105,2,46,5/5,Specpr.,"76,000  €",56.96543915,24.12777842491593
Ķengarags,Aglonas 2,3,68,6/12,Čehu pr.,"58,000  €",56.91394685,24.1780420281256
centrs,Stabu 38,2,55,3/5,Jaun.,680  €/mēn.,56.9551759,24.1303731
Vecmīlgrāvis,Gliemežu 5,1,36,5/5,Specpr.,170  €/mēn.,57.0373904,24.08846308998041
centrs,Čaka 59,3,139,5/5,P. kara,950  €/mēn.,56.9553389,24.1342842
Purvciems,Ilūkstes 54/2,1,39,2/5,M. ģim.,"29,500  €",56.9493874,24.1970802
Ziepniekkalns,Valdeķu 61,4,95,1/9,119.,"98,000  €",56.90006635,24.091788445610497
Vecmīlgrāvis,Vecmīlgrāvja 1. l. 32,3,61,4/5,LT proj.,"47,000  €",57.0288589,24.1070599
centrs,Maskavas 134,2,35,1/2,P. kara,285  €/mēn.,57.4025243,21.5704533
Čiekurkalns,Rusova 28,1,40,3/5,M. ģim.,"40,000  €",56.9870626,24.172339525016103
Krasta r-ns,Rītupes 34,2,49,4/9,467.,"41,900  €",,
Imanta,Slokas 191,2,44,2/5,LT proj.,"44,000  €",56.9632218,24.01771292922056
Imanta,Zentenes 2,2,48,3/5,LT proj.,"48,000  €",56.9589555,24.008441424833165
centrs,Brīvības 158,2,49,4/5,P. kara,"78,000  €",56.9537963,24.117328
Pļavnieki,Lubānas 123,3,68,12/16,Specpr.,"93,200  €",56.9411711,24.237357
Teika,Bērzpils 7,3,53,1/5,Hrušč.,450  €/mēn.,56.9792925,24.1737087
Mežaparks,Hamburgas 16,4,113,2/3,Specpr.,"208,125  €",57.00240865,24.16787090796756
Vecmīlgrāvis,Emmas 28,2,33,2/4,Renov.,"42,250  €",57.03179875,24.116664434629
Purvciems,Dzelzavas 93,3,60,4/5,LT proj.,"69,500  €",56.9554769,24.202177769435004
Pļavnieki,J. Vācieša 8,2,51,4/9,602.,"55,000  €",,
Ziepniekkalns,Ozolciema 56k1,3,63,6/9,602.,"80,000  €",56.9006856,24.10225445259153
Jugla,Kvēles 29,2,46,1/5,Hrušč.,"40,000  €",56.98228225,24.24660190833169
centrs,Tērbatas 82A,2,35,2/5,P. kara,"46,000  €",56.9608672,24.13805111738441
Imanta,Kooperatīva 3a,2,50,1/5,LT proj.,"40,000  €",56.95385415,24.02905151362572
centrs,Zvaigžņu 13C,1,26,1/5,P. kara,"24,000  €",57.3778046,21.5660475
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Specpr.,"47,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Specpr.,"47,000  €",51.77014725,-1.2649910410071945
Āgenskalns,Tapešu 24,2,47,4/5,Specpr.,"47,000  €",56.9395479,24.0538948
centrs,Valdemāra 123,1,20,4/6,Specpr.,290  €/mēn.,56.9672898,24.1301484
Imanta,Kleistu 205,2,45,1/1,Priv. m.,40  €/dienā,56.9627094,24.0234164
centrs,Lāčplēša 54,Citi,643,7/7,P. kara,"89,000  €",56.951404,24.1291058
Āgenskalns,Talsu 4,4,122,3/3,Renov.,"430,000  €",56.93702705,24.075127200000004
Ķengarags,Prūšu 9,2,37,5/5,Specpr.,"41,500  €",56.91486715,24.18721837721801
Jaunciems,Jaunciema g. 79,1,38,3/3,Specpr.,"33,500  €",57.0473198,24.1756587
centrs,Barona 14,3,85,2/5,Renov.,"229,000  €",56.95062615,24.121154144689196
centrs,Hospitāļu 23,5,214,5/8,Jaun.,"389,000  €",,
Dārzciems,Ūbeles 4,2,90,1/5,103.,"69,900  €",56.9381244,24.185495034546104
centrs,Sadovņikova 29A,3,77,5/6,P. kara,"157,000  €",,
Maskavas priekšpilsēta,Ludzas 29,2,40,2/2,Renov.,300  €/mēn.,,
centrs,Ģertrūdes 52,4,118,3/5,P. kara,"233,000  €",56.9523892,24.1313966
centrs,Bruņinieku 28,3,78,4/6,P. kara,600  €/mēn.,56.9559254,24.1318982
Pļavnieki,J. Vācieša 2G,1,40,11/16,Specpr.,350  €/mēn.,,
centrs,Valdemāra 121,2,53,3/5,P. kara,430  €/mēn.,56.9668351,24.129754777981177
Teika,Brīvības 215B,3,69,4/5,Specpr.,"84,500  €",56.97600105,24.17134446349981
Pļavnieki,Tīnūžu 3,3,64,8/8,602.,"65,000  €",56.93479575,24.207646615116538
centrs,Stabu 60,4,116,4/5,P. kara,"145,000  €",56.95301735,24.13486328165026
centrs,Matīsa 83,2,80,5/6,P. kara,"120,000  €",56.952908,24.1425576
centrs,Alberta 11,3,59,2/6,P. kara,220  €/mēn.,56.95900535,24.108792096133044
Purvciems,Purvciema 48,1,39,4/5,M. ģim.,"38,000  €",56.954387350000005,24.184704435514007
Teika,Raunas 22A,1,30,4/5,Hrušč.,"33,500  €",56.96952155,24.17504820000002
centrs,Skolas 22,3,136,4/6,P. kara,"268,000  €",56.9582642,24.1197851
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"83,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"83,000  €",51.77014725,-1.2649910410071945
centrs,Kazarmu 4,2,43,1/5,P. kara,"83,000  €",,
centrs,Valdemāra 143 k 4,3,53,1/5,Hrušč.,"83,000  €",55.8696783,26.5260984
Ziepniekkalns,Graudu 76,2,73,3/3,Jaun.,550  €/mēn.,56.91108095,24.07763635
Bieriņi,Cēres 2A,2,73,3/3,Jaun.,550  €/mēn.,56.9119048,24.07665194412995
centrs,Ģertrūdes 129,2,37,2/5,Renov.,70  €/dienā,56.9582121,24.1213972
centrs,Ģertrūdes 129,1,14,1/5,Renov.,40  €/dienā,56.9582121,24.1213972
Vecmīlgrāvis,Vecmīlgrāvja 1. l. 37,2,36,2/5,LT proj.,200  €/mēn.,57.0288589,24.1070599
centrs,Skolas 36a,5,115,1/4,P. kara,"189,000  €",56.96007135,24.123345016522656
Sarkandaugava,Sīmaņa 9a,2,52,2/4,P. kara,"73,000  €",56.99391265,24.12969898833333
Ķengarags,Maskavas 281,2,48,8/12,Čehu pr.,"48,000  €",56.9183912,24.17392777826336
Ziepniekkalns,Ēbeļmuižas 20,2,50,9/9,602.,maiņai,56.90359295,24.099094942910533
Sarkandaugava,Sarkandaugavas 21,1,21,1/2,P. kara,"17,000  €",57.00109385,24.1228477
Ķengarags,Kaņiera 10,2,45,1/5,LT proj.,220  €/mēn.,56.914816650000006,24.16897912220884
Purvciems,Braslas 49a/1,1,36,1/2,Specpr.,"41,000  €",56.9546065,24.1644355
Maskavas priekšpilsēta,Lubānas 60,2,48,1/2,Hrušč.,"51,900  €",,
Teika,Tālivalža 21a,4,97,5/5,Jaun.,"205,000  €",56.9714807,24.18040363411921
centrs,Baznīcas 37,4,145,3/5,P. kara,"2,400  €/mēn.",56.9588553,24.1228876
centrs,Pētersalas 7,3,95,1/5,P. kara,"95,000  €",,
Pļavnieki,Rudens 9,2,51,1/9,602.,"49,500  €",56.9380766,24.1991261
Mežciems,Kaivas 50/3,2,54,1/5,Jaun.,"108,300  €",56.9571247,24.2475937
Purvciems,Ūnijas 71,2,49,4/9,Specpr.,"55,000  €",56.9646522,24.17990079562071
Ziepniekkalns,Valdeķu 1,3,59,5/5,Hrušč.,"60,000  €",56.9185516,24.093391592301995
Mežciems,Hipokrāta 20,2,45,5/5,Jaun.,650  €/mēn.,56.960907000000006,24.239668869142143
Mangaļi,Mores 5,2,43,4/5,Hrušč.,"36,000  €",,
Purvciems,Ilūkstes 107,3,57,6/9,467.,"82,500  €",56.9537049,24.197805307179408
Purvciems,Dudajeva g. 9,2,49,3/5,LT proj.,"52,000  €",56.9575254,24.1942844
Ķengarags,Maskavas 260,2,49,2/5,Hrušč.,"41,000  €",56.90839675,24.17905267694578
Teika,Ropažu 74,2,39,2/5,103.,175  €/mēn.,56.98189375,24.184871009048592
Šķirotava,Malēju 4A,1,36,3/4,Specpr.,"30,000  €",56.90687475,24.220915782229994
centrs,Stabu 84,2,57,1/4,P. kara,"54,000  €",56.9599606,24.1209763
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"35,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"35,000  €",51.77014725,-1.2649910410071945
Ķengarags,Aglonas 29,2,41,3/5,Hrušč.,"35,000  €",56.91296655,24.184229351652984
Vecmīlgrāvis,Ziemeļblāzmas 42,1,35,5/9,602.,"38,000  €",57.038119300000005,24.09761493635783
Imanta,Dubultu 18,3,62,4/9,602.,"62,000  €",56.9578447,24.006019314935067
centrs,Baznīcas 13,3,125,5/5,P. kara,"1,300  €/mēn.",56.956462,24.1187486
Āgenskalns,Ļermontova 6,1,30,4/5,P. kara,300  €/mēn.,56.94087715,24.07098243582901
Āgenskalns,Talsu 30A,1,30,3/5,Priv. m.,"5,000  €",56.93767755,24.06780008962764
Purvciems,Vaidavas 15/1,3,123,5/7,Jaun.,590  €/mēn.,56.9604341,24.1755855
Vecrīga,Kaļķu 2,3,80,4/5,P. kara,"220,000  €",56.9482142,24.1079219
Purvciems,Deglava 53,3,75,4/9,119.,"98,500  €",56.9518031,24.165962
centrs,Matīsa 111,3,61,3/5,P. kara,"85,500  €",56.9564621,24.134618
Imanta,M. Krūmu 20,2,50,5/9,602.,370  €/mēn.,,
centrs,Tomsona 42,2,42,2/5,Hrušč.,"65,300  €",56.96867625,24.13004095
centrs,Klusā 20,1,38,2/9,Jaun.,"34,000  €",,
Šampēteris-Pleskodāle,Kalnciema 98,3,80,4/4,Jaun.,"155,000  €",56.93710115,24.04523326787107
Mangaļi,Ezera 23,1,27,2/2,P. kara,"36,500  €",,
Mežciems,Gaiļezera 4,3,63,6/9,602.,"54,000  €",56.967918100000006,24.235164299127124
centrs,Brīvības 162,3,122,6/6,P. kara,"165,000  €",56.9653307,24.1445034
Ziepniekkalns,Bauskas 100,1,30,1/2,Priv. m.,170  €/mēn.,56.91417815,24.1156818
Purvciems,Stirnu 37a,2,51,6/9,602.,"57,900  €",56.9623014,24.18696404622093
Ziepniekkalns,Dignājas 3B,2,61,4/6,Jaun.,"121,000  €",56.9132142,24.11864040160503
centrs,Brīvības 37,5,123,4/6,P. kara,"1,325  €/mēn.",56.9557032,24.1199971
Pļavnieki,Saharova 1,3,63,6/9,602.,"49,500  €",56.9331038,24.20047207685665
Sarkandaugava,Tvaika 14,2,51,2/5,Hrušč.,300  €/mēn.,56.9993082,24.118118775932345
Ziepniekkalns,Rāceņu 2,1,11,2/2,Specpr.,"7,900  €",56.91282085,24.099967100000004
Vecāķi,Puikules 10а,1,26,2/2,Priv. m.,500  €/mēn.,57.0774764,24.110400050000003
centrs,Elizabetes 12,4,175,3/5,Renov.,"736,260  €",56.9666475,23.1549372
Daugavgrīva,Parādes 6,1,31,4/5,Hrušč.,"25,000  €",57.04142625,24.030446933931533
Āgenskalns,Kuldīgas 45b,2,46,5/5,Jaun.,"157,400  €",56.9453149,24.055316548164555
Maskavas priekšpilsēta,Maskavas 237a,2,41,3/5,Hrušč.,"40,000  €",,
Iļģuciems,Saulgožu 17,2,42,4/5,Hrušč.,"51,990  €",56.96598675,24.048036982460157
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Priv. m.,180  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Priv. m.,180  €/mēn.,51.77014725,-1.2649910410071945
Jugla,Silciema 16,1,18,1/1,Priv. m.,180  €/mēn.,56.985900650000005,24.23835745
centrs,Merķeļa 2,2,49,4/6,Renov.,"156,800  €",56.94979685,24.11884173721301
Pļavnieki,Jasmuižas 16,3,64,3/9,602.,"66,200  €",56.9359348,24.212980434068637
Ziepniekkalns,Tadaiķu 8 k-1,2,41,2/3,Hrušč.,"34,700  €",56.9164315,24.0950625
Iļģuciems,Lidoņu 19,1,28,2/5,LT proj.,"34,900  €",56.97071185,24.06133985914488
Sarkandaugava,Tvaika 54,2,54,2/5,Hrušč.,300  €/mēn.,57.008275,24.1229574
Ziepniekkalns,Ozolciema 52,1,41,7/9,LT proj.,400  €/mēn.,56.9010096,24.099975638354906
Mežaparks,Viestura pr. 93,2,62,1/2,Staļina,"67,000  €",,
Āgenskalns,Mērsraga 9A,2,52,1/3,Renov.,"83,360  €",56.93499105,24.06341325
Jaunciems,Jaunciema g. 182,2,38,1/5,Hrušč.,"31,500  €",57.0473198,24.1756587
Dārzciems,Jaunrozes 15,1,28,4/5,Hrušč.,245  €/mēn.,56.94714025,24.16602555051113
centrs,Ģertrūdes 30,2,61,2/5,P. kara,700  €/mēn.,56.9551565,24.1264179
centrs,Bruņinieku 12,5,143,5/7,P. kara,"226,000  €",56.9580038,24.12729194976636
centrs,Matīsa 81A,1,28,2/2,P. kara,265  €/mēn.,56.9530372,24.1422169
Imanta,Anniņmuižas 38,2,60,3/18,Jaun.,"108,000  €",56.96111815,24.018227955704056
Ziepniekkalns,Ozolciema 18,1,50,3/9,119.,45  €/dienā,56.89859735,24.08767077416605
centrs,Piena 4,2,46,3/4,Renov.,"114,000  €",,
centrs,Piena 4,1,28,1/4,Renov.,"54,015  €",,
Mežciems,Hipokrāta 22,2,40,1/5,Jaun.,550  €/mēn.,56.96106325,24.24030524319303
Purvciems,Vairoga 29,3,67,4/5,103.,"65,000  €",,
Ziepniekkalns,Ziepju 5/2,2,41,2/4,Hrušč.,"38,900  €",56.914451,24.1108242
Mežciems,Juglas 100,3,62,4/5,Jaun.,"143,000  €",56.97994145,24.20473026481536
Dreiliņi,Lubānas 156,3,62,4/5,Jaun.,"143,000  €",56.94305625,24.24519480033652
Iļģuciems,Saulgožu 15,1,30,4/5,Hrušč.,"26,000  €",56.96564875,24.04802047732861
Ziepniekkalns,Valdeķu 61,4,90,10/10,119.,"102,500  €",56.90006635,24.091788445610497
Ķengarags,Višķu 9,3,62,2/5,LT proj.,"76,000  €",56.8992639,24.21437291055122
Jugla,Brīvības 397,2,41,1/5,Hrušč.,"36,000  €",56.98837295,24.227811373226317
Pļavnieki,Dravnieku 2,1,47,1/12,104.,"53,500  €",56.9435605,24.20992315
Ķengarags,Maskavas 21,2,49,2/5,Hrušč.,"53,500  €",56.8997798,24.2039578
Maskavas priekšpilsēta,Kojusalas 21,2,49,2/5,Hrušč.,"53,500  €",,
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"53,500  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"53,500  €",51.77014725,-1.2649910410071945
Krasta r-ns,Kojusalas 21,2,49,2/5,Hrušč.,"53,500  €",,
Maskavas priekšpilsēta,Katoļu 35a,2,50,6/6,Renov.,45  €/dienā,,
Šampēteris-Pleskodāle,Jūrkalnes 87,4,183,4/5,Jaun.,"240,000  €",,
Zolitūde,Jūrkalnes 87,4,183,4/5,Jaun.,"240,000  €",56.9363971,24.01752472591033
centrs,Skolas 14,4,113,2/6,Renov.,"390,000  €",56.957614,24.1186586
centrs,Lugažu 6,1,31,5/5,LT proj.,"35,000  €",,
centrs,Avotu 53,2,56,4/4,P. kara,"94,200  €",56.9647377,23.1550558
centrs,Ģertrūdes 99 к. 2.,1,31,1/5,P. kara,"49,500  €",56.9563739,24.1245492
Vecrīga,Kalēju 53,2,50,2/4,Renov.,90  €/dienā,56.9457068,24.1117351
Zolitūde,Rostokas 22,4,94,4/6,119.,"98,500  €",56.9480581,24.00673603599924
Imanta,Kleistu 15,2,52,3/9,602.,370  €/mēn.,56.9635327,24.023010376357096
Ķīpsala,Balasta d. 72,2,69,1/4,Jaun.,"250,000  €",56.9476673,24.0873316
Pļavnieki,Rudens 6,2,51,3/9,602.,"60,000  €",56.9373471,24.19741087309322
Purvciems,Vaidavas 15/1,3,123,5/7,Jaun.,"180,000  €",56.9604341,24.1755855
Vecrīga,Jēkaba 3/5,1,24,1/5,P. kara,"70,000  €",56.9504058,24.1047784
Vecmīlgrāvis,Emmas 28,1,17,4/4,Staļina,"24,000  €",57.03179875,24.116664434629
Purvciems,Staiceles 1/2,2,52,3/9,602.,"59,800  €",56.9579581,24.1695963
Mangaļi,Ezera 1,2,56,3/4,Staļina,"55,000  €",,
centrs,Asara 9,3,109,4/7,Jaun.,"214,000  €",,
Ziepniekkalns,Zaļenieku 21,3,75,3/3,Jaun.,"185,000  €",56.906906,24.09811735
centrs,Bruņinieku 66,2,53,3/5,P. kara,350  €/mēn.,56.9529258,24.1379066
centrs,Čaka 110,4,80,4/5,P. kara,280  €/mēn.,56.9593055,24.142857027169327
Bolderāja,Kvarca 2,2,42,1/2,Staļina,"28,500  €",57.02908315,24.04277425
Ķengarags,Lokomotīves 54,3,66,1/12,Čehu pr.,"63,900  €",56.90756,24.201955865887143
Vecmīlgrāvis,Vecmīlgrāvja 1. l. 8,4,69,1/3,Staļina,"82,000  €",57.0287287,24.1045199
Vecmīlgrāvis,Meldru 64,2,46,5/5,103.,"34,000  €",57.0356837,24.08811944970404
Ziepniekkalns,Ozolciema 32,2,50,6/10,602.,"60,000  €",56.8997901,24.09830512391305
Daugavgrīva,Esplanādes 12,2,43,2/2,Staļina,"37,000  €",57.0404233,24.035489485734654
centrs,Ģertrūdes 2,5,140,1/1,P. kara,"115,000  €",56.9588808,24.119580038757327
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"114,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"114,000  €",51.77014725,-1.2649910410071945
centrs,Piena 4,2,46,3/4,Renov.,"114,000  €",,
centrs,Eksporta 4,2,65,1/5,P. kara,475  €/mēn.,56.9610627,24.09880639390207
Jugla,Skrudalienas 6,4,100,2/2,Jaun.,"206,000  €",56.9808185,24.2508215
centrs,Lāčplēša 21,4,91,4/6,P. kara,"155,000  €",56.9556871,24.1235683
Purvciems,Zileņu 12,2,70,3/5,Jaun.,"145,000  €",56.95475895,24.17734795446756
Šampēteris-Pleskodāle,Lielirbes 13,2,68,10/30,Jaun.,550  €/mēn.,56.9348241,24.0428561
Pļavnieki,Ulbrokas 12,2,67,6/9,Jaun.,"90,000  €",56.94122905,24.217423167468997
centrs,Lāču 2a,3,55,1/3,Renov.,"120,000  €",55.8633879,26.505204
Ķengarags,Aglonas 11,2,43,2/5,Jaun.,"120,000  €",56.9142631,24.18022965
Zolitūde,Lejiņa 5,2,59,9/9,119.,"68,000  €",56.94751955,24.01644599942292
Jugla,Kvēles 24,1,43,4/12,Specpr.,"40,000  €",56.9762896,24.242755429310748
Klīversala,Uzvaras bulv. 3a,3,89,5/5,Jaun.,700  €/mēn.,,
centrs,Zaķu 3,1,23,2/2,P. kara,145  €/mēn.,,
Ķengarags,Maskavas 293,2,44,10/12,Čehu pr.,"51,500  €",56.9154415,24.1758561
Āgenskalns,Kalnciema 106,1,35,5/5,103.,"36,500  €",56.9453372,24.0731765
centrs,Ģertrūdes 39,3,108,6/6,P. kara,680  €/mēn.,56.954091,24.1288911
Ķengarags,Prūšu 1a,2,34,3/9,Jaun.,"81,500  €",56.9160158,24.17905943400984
Ķengarags,Prūšu 1a,3,46,6/9,Jaun.,"105,000  €",56.9160158,24.17905943400984
Ķengarags,Prūšu 1a,4,67,7/9,Jaun.,"155,000  €",56.9160158,24.17905943400984
centrs,Birznieka-Upīša 10,3,82,2/5,Renov.,"183,375  €",56.9487525,24.1248249
centrs,Birznieka-Upīša 10,3,65,1/5,Renov.,"141,240  €",56.9487525,24.1248249
Mežciems,Biķernieku 102,2,56,3/16,104.,"60,000  €",56.95996775,24.2349046
centrs,Alauksta 5,2,51,4/5,P. kara,300  €/mēn.,,
Vecrīga,Audēju 2,1,45,3/5,Jaun.,500  €/mēn.,56.947142,24.1109199
Ķengarags,Maskavas 268 k-6,2,46,4/5,Hrušč.,"45,000  €",56.90552325,24.184917387587653
centrs,Pulkv. Brieža 3,2,66,4/5,Priv. m.,470  €/mēn.,,
centrs,Avotu 65A,1,26,1/2,P. kara,200  €/mēn.,56.9647377,23.1550558
centrs,Laboratorijas 23,1,27,1/2,P. kara,300  €/mēn.,,
centrs,Čaka 109,3,75,6/6,P. kara,600  €/mēn.,56.9583116,24.1398681
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Čehu pr.,"72,000  €",51.77014725,-1.2649910410071945
